// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/obj/Release/net10.0/" /p:OutDir="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/bin/Release/net10.0/" /p:OutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/bin/Release/net10.0/" in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0
// command took 0.66 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/obj/Release/net10.0/" /p:OutDir="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/bin/Release/net10.0/" /p:OutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/bin/Release/net10.0/" --output "/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/bin/Release/net10.0/" in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0
// command took 4.1 sec and exited with 0
// ***** Done, took 00:00:04 (4.82 sec)   *****
// Found 4 benchmarks:
//   NativeArrayBench.DirectPointer: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
//   NativeArrayBench.NativeArray_ReadWrite: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
//   NativeArrayBench.DirectPointer: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
//   NativeArrayBench.NativeArray_ReadWrite: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]

// **************************
// Benchmark: NativeArrayBench.DirectPointer: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 98e909d4-060d-4aa1-b21b-39f7296492e0.dll --anonymousPipes 120 121 --benchmarkName "IAFahim.Collections.NoDeps.Bench.NativeArrayBench.DirectPointer(N: 64)" --job ShortRun --benchmarkId 0 in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadWarmup   8: 524288 op, 1042677.00 ns, 1.9887 ns/op
OverheadWarmup   9: 524288 op, 1041982.00 ns, 1.9874 ns/op
OverheadWarmup  10: 524288 op, 1041927.00 ns, 1.9873 ns/op

OverheadActual   1: 524288 op, 1050245.00 ns, 2.0032 ns/op
OverheadActual   2: 524288 op, 1049313.00 ns, 2.0014 ns/op
OverheadActual   3: 524288 op, 1049866.00 ns, 2.0025 ns/op
OverheadActual   4: 524288 op, 1043321.00 ns, 1.9900 ns/op
OverheadActual   5: 524288 op, 1049278.00 ns, 2.0013 ns/op
OverheadActual   6: 524288 op, 1043730.00 ns, 1.9908 ns/op
OverheadActual   7: 524288 op, 1042665.00 ns, 1.9887 ns/op
OverheadActual   8: 524288 op, 1042512.00 ns, 1.9884 ns/op
OverheadActual   9: 524288 op, 1043513.00 ns, 1.9903 ns/op
OverheadActual  10: 524288 op, 1042766.00 ns, 1.9889 ns/op
OverheadActual  11: 524288 op, 1043130.00 ns, 1.9896 ns/op
OverheadActual  12: 524288 op, 1044271.00 ns, 1.9918 ns/op
OverheadActual  13: 524288 op, 1042691.00 ns, 1.9888 ns/op
OverheadActual  14: 524288 op, 1043745.00 ns, 1.9908 ns/op
OverheadActual  15: 524288 op, 1043410.00 ns, 1.9901 ns/op

WorkloadWarmup   1: 524288 op, 596510848.00 ns, 1.1378 us/op
WorkloadWarmup   2: 524288 op, 595646659.00 ns, 1.1361 us/op
WorkloadWarmup   3: 524288 op, 596480638.00 ns, 1.1377 us/op

// BeforeActualRun
WorkloadActual   1: 524288 op, 595927244.00 ns, 1.1366 us/op
WorkloadActual   2: 524288 op, 595058373.00 ns, 1.1350 us/op
WorkloadActual   3: 524288 op, 595005816.00 ns, 1.1349 us/op

// AfterActualRun
WorkloadResult   1: 524288 op, 594883731.00 ns, 1.1347 us/op
WorkloadResult   2: 524288 op, 594014860.00 ns, 1.1330 us/op
WorkloadResult   3: 524288 op, 593962303.00 ns, 1.1329 us/op
// GC:  0 0 0 736 524288
// Threading:  0 0 524288

// AfterAll
// Benchmark Process 281121 has exited with code 0.

Mean = 1.134 μs, StdErr = 0.001 μs (0.05%), N = 3, StdDev = 0.001 μs
Min = 1.133 μs, Q1 = 1.133 μs, Median = 1.133 μs, Q3 = 1.134 μs, Max = 1.135 μs
IQR = 0.001 μs, LowerFence = 1.132 μs, UpperFence = 1.135 μs
ConfidenceInterval = [1.116 μs; 1.152 μs] (CI 99.9%), Margin = 0.018 μs (1.59% of Mean)
Skewness = 0.38, Kurtosis = 0.67, MValue = 2

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2026-05-17 19:39 (0h 0m from now) **
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts/results/IAFahim.Collections.NoDeps.Bench.NativeArrayBench-report.csv
  BenchmarkDotNet.Artifacts/results/IAFahim.Collections.NoDeps.Bench.NativeArrayBench-report-github.md
  BenchmarkDotNet.Artifacts/results/IAFahim.Collections.NoDeps.Bench.NativeArrayBench-report.html

// * Detailed results *
NativeArrayBench.DirectPointer: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 33.239 ns, StdErr = 0.067 ns (0.20%), N = 3, StdDev = 0.117 ns
Min = 33.106 ns, Q1 = 33.194 ns, Median = 33.282 ns, Q3 = 33.305 ns, Max = 33.327 ns
IQR = 0.111 ns, LowerFence = 33.028 ns, UpperFence = 33.470 ns
ConfidenceInterval = [31.108 ns; 35.369 ns] (CI 99.9%), Margin = 2.130 ns (6.41% of Mean)
Skewness = -0.32, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[33.000 ns ; 33.434 ns) | @@@
---------------------------------------------------

NativeArrayBench.NativeArray_ReadWrite: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 89.101 ns, StdErr = 0.221 ns (0.25%), N = 3, StdDev = 0.383 ns
Min = 88.784 ns, Q1 = 88.888 ns, Median = 88.992 ns, Q3 = 89.259 ns, Max = 89.526 ns
IQR = 0.371 ns, LowerFence = 88.331 ns, UpperFence = 89.816 ns
ConfidenceInterval = [82.114 ns; 96.088 ns] (CI 99.9%), Margin = 6.987 ns (7.84% of Mean)
Skewness = 0.26, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[88.435 ns ; 89.875 ns) | @@@
---------------------------------------------------

NativeArrayBench.DirectPointer: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 339.716 ns, StdErr = 4.150 ns (1.22%), N = 3, StdDev = 7.188 ns
Min = 331.417 ns, Q1 = 337.567 ns, Median = 343.716 ns, Q3 = 343.865 ns, Max = 344.014 ns
IQR = 6.298 ns, LowerFence = 328.120 ns, UpperFence = 353.312 ns
ConfidenceInterval = [208.578 ns; 470.853 ns] (CI 99.9%), Margin = 131.138 ns (38.60% of Mean)
Skewness = -0.38, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[331.174 ns ; 344.257 ns) | @@@
---------------------------------------------------

NativeArrayBench.NativeArray_ReadWrite: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 1.134 μs, StdErr = 0.001 μs (0.05%), N = 3, StdDev = 0.001 μs
Min = 1.133 μs, Q1 = 1.133 μs, Median = 1.133 μs, Q3 = 1.134 μs, Max = 1.135 μs
IQR = 0.001 μs, LowerFence = 1.132 μs, UpperFence = 1.135 μs
ConfidenceInterval = [1.116 μs; 1.152 μs] (CI 99.9%), Margin = 0.018 μs (1.59% of Mean)
Skewness = 0.38, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[1.133 μs ; 1.135 μs) | @@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet v0.14.0, Ubuntu 26.04 LTS (Resolute Raccoon)
Intel Core i9-14900K, 1 CPU, 32 logical and 24 physical cores
.NET SDK 10.0.107
  [Host]   : .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2
  ShortRun : .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2

Job=ShortRun  IterationCount=3  LaunchCount=1  
WarmupCount=3  

| Method                | N    | Mean        | Error      | StdDev   | Ratio | RatioSD | Allocated | Alloc Ratio |
|---------------------- |----- |------------:|-----------:|---------:|------:|--------:|----------:|------------:|
| DirectPointer         | 64   |    33.24 ns |   2.130 ns | 0.117 ns |  1.00 |    0.00 |         - |          NA |
| NativeArray_ReadWrite | 64   |    89.10 ns |   6.987 ns | 0.383 ns |  2.68 |    0.01 |         - |          NA |
|                       |      |             |            |          |       |         |           |             |
| DirectPointer         | 1024 |   339.72 ns | 131.138 ns | 7.188 ns |  1.00 |    0.03 |         - |          NA |
| NativeArray_ReadWrite | 1024 | 1,133.51 ns |  18.007 ns | 0.987 ns |  3.34 |    0.06 |         - |          NA |

// * Legends *
  N           : Value of the 'N' parameter
  Mean        : Arithmetic mean of all measurements
  Error       : Half of 99.9% confidence interval
  StdDev      : Standard deviation of all measurements
  Ratio       : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD     : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Allocated   : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  Alloc Ratio : Allocated memory ratio distribution ([Current]/[Baseline])
  1 ns        : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:00:25 (25.95 sec), executed benchmarks: 4

Global total time: 00:00:30 (30.83 sec), executed benchmarks: 4
// * Artifacts cleanup *
Artifacts cleanup is finished
