// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/f40e05a6-d02a-456c-b720-62898c9bc2b5/obj/Release/net10.0/" /p:OutDir="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/f40e05a6-d02a-456c-b720-62898c9bc2b5/bin/Release/net10.0/" /p:OutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/f40e05a6-d02a-456c-b720-62898c9bc2b5/bin/Release/net10.0/" in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/f40e05a6-d02a-456c-b720-62898c9bc2b5
// command took 0.6 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/f40e05a6-d02a-456c-b720-62898c9bc2b5/obj/Release/net10.0/" /p:OutDir="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/f40e05a6-d02a-456c-b720-62898c9bc2b5/bin/Release/net10.0/" /p:OutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/f40e05a6-d02a-456c-b720-62898c9bc2b5/bin/Release/net10.0/" --output "/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/f40e05a6-d02a-456c-b720-62898c9bc2b5/bin/Release/net10.0/" in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/f40e05a6-d02a-456c-b720-62898c9bc2b5
// command took 3.67 sec and exited with 0
// ***** Done, took 00:00:04 (4.3 sec)   *****
// Found 6 benchmarks:
//   NativeListBench.NativeList_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
//   NativeListBench.NativeList_AddThenRemoveAt: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
//   NativeListBench.NativeList_ResizeUninitialized: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
//   NativeListBench.NativeList_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
//   NativeListBench.NativeList_AddThenRemoveAt: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
//   NativeListBench.NativeList_ResizeUninitialized: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]

// **************************
// Benchmark: NativeListBench.NativeList_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet f40e05a6-d02a-456c-b720-62898c9bc2b5.dll --anonymousPipes 120 121 --benchmarkName "IAFahim.Collections.NoDeps.Bench.NativeListBench.NativeList_Add(N: 64)" --job ShortRun --benchmarkId 0 in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/f40e05a6-d02a-456c-b720-62898c9bc2b5/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

WorkloadPilot    7: 1024 op, 8421705.00 ns, 8.2243 us/op
WorkloadPilot    8: 2048 op, 16827777.00 ns, 8.2167 us/op
WorkloadPilot    9: 4096 op, 33939525.00 ns, 8.2860 us/op
WorkloadPilot   10: 8192 op, 66877927.00 ns, 8.1638 us/op
WorkloadPilot   11: 16384 op, 31444739.00 ns, 1.9192 us/op
WorkloadPilot   12: 32768 op, 41077543.00 ns, 1.2536 us/op
WorkloadPilot   13: 65536 op, 82397759.00 ns, 1.2573 us/op
WorkloadPilot   14: 131072 op, 165711288.00 ns, 1.2643 us/op
WorkloadPilot   15: 262144 op, 330703334.00 ns, 1.2615 us/op
WorkloadPilot   16: 524288 op, 660069896.00 ns, 1.2590 us/op

OverheadWarmup   1: 524288 op, 958898.00 ns, 1.8290 ns/op
OverheadWarmup   2: 524288 op, 953189.00 ns, 1.8181 ns/op
OverheadWarmup   3: 524288 op, 951661.00 ns, 1.8151 ns/op
OverheadWarmup   4: 524288 op, 951477.00 ns, 1.8148 ns/op
OverheadWarmup   5: 524288 op, 952706.00 ns, 1.8171 ns/op
OverheadWarmup   6: 524288 op, 952348.00 ns, 1.8165 ns/op
OverheadWarmup   7: 524288 op, 950325.00 ns, 1.8126 ns/op
OverheadWarmup   8: 524288 op, 949903.00 ns, 1.8118 ns/op
OverheadWarmup   9: 524288 op, 953404.00 ns, 1.8185 ns/op
OverheadWarmup  10: 524288 op, 952346.00 ns, 1.8165 ns/op

OverheadActual   1: 524288 op, 958032.00 ns, 1.8273 ns/op
OverheadActual   2: 524288 op, 960401.00 ns, 1.8318 ns/op
OverheadActual   3: 524288 op, 958856.00 ns, 1.8289 ns/op
OverheadActual   4: 524288 op, 956445.00 ns, 1.8243 ns/op
OverheadActual   5: 524288 op, 957293.00 ns, 1.8259 ns/op
OverheadActual   6: 524288 op, 951729.00 ns, 1.8153 ns/op
OverheadActual   7: 524288 op, 950857.00 ns, 1.8136 ns/op
OverheadActual   8: 524288 op, 950431.00 ns, 1.8128 ns/op
OverheadActual   9: 524288 op, 950353.00 ns, 1.8127 ns/op
OverheadActual  10: 524288 op, 950326.00 ns, 1.8126 ns/op
OverheadActual  11: 524288 op, 950378.00 ns, 1.8127 ns/op
OverheadActual  12: 524288 op, 950508.00 ns, 1.8130 ns/op
OverheadActual  13: 524288 op, 950498.00 ns, 1.8129 ns/op
OverheadActual  14: 524288 op, 951598.00 ns, 1.8150 ns/op
OverheadActual  15: 524288 op, 950706.00 ns, 1.8133 ns/op

WorkloadWarmup   1: 524288 op, 514491206.00 ns, 981.3141 ns/op
WorkloadWarmup   2: 524288 op, 512932561.00 ns, 978.3412 ns/op
WorkloadWarmup   3: 524288 op, 511969921.00 ns, 976.5051 ns/op

// BeforeActualRun
WorkloadActual   1: 524288 op, 513006034.00 ns, 978.4814 ns/op
WorkloadActual   2: 524288 op, 510948480.00 ns, 974.5569 ns/op
WorkloadActual   3: 524288 op, 516282388.00 ns, 984.7305 ns/op

// AfterActualRun
WorkloadResult   1: 524288 op, 512055177.00 ns, 976.6677 ns/op
WorkloadResult   2: 524288 op, 509997623.00 ns, 972.7433 ns/op
WorkloadResult   3: 524288 op, 515331531.00 ns, 982.9169 ns/op
// GC:  0 0 0 64 524288
// Threading:  0 0 524288

// AfterAll
// Benchmark Process 281529 has exited with code 0.

Mean = 977.443 ns, StdErr = 2.962 ns (0.30%), N = 3, StdDev = 5.131 ns
Min = 972.743 ns, Q1 = 974.706 ns, Median = 976.668 ns, Q3 = 979.792 ns, Max = 982.917 ns
IQR = 5.087 ns, LowerFence = 967.075 ns, UpperFence = 987.423 ns
ConfidenceInterval = [883.836 ns; 1,071.049 ns] (CI 99.9%), Margin = 93.606 ns (9.58% of Mean)
Skewness = 0.15, Kurtosis = 0.67, MValue = 2

// ** Remained 2 (33.3%) benchmark(s) to run. Estimated finish 2026-05-17 19:40 (0h 0m from now) **
// **************************
// Benchmark: NativeListBench.NativeList_AddThenRemoveAt: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet f40e05a6-d02a-456c-b720-62898c9bc2b5.dll --anonymousPipes 120 121 --benchmarkName "IAFahim.Collections.NoDeps.Bench.NativeListBench.NativeList_AddThenRemoveAt(N: 1024)" --job ShortRun --benchmarkId 4 in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/f40e05a6-d02a-456c-b720-62898c9bc2b5/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 141607.00 ns, 141.6070 us/op
WorkloadJitting  1: 1 op, 621184.00 ns, 621.1840 us/op

OverheadJitting  2: 16 op, 133743.00 ns, 8.3589 us/op
WorkloadJitting  2: 16 op, 1303037.00 ns, 81.4398 us/op

WorkloadPilot    1: 16 op, 404541.00 ns, 25.2838 us/op
WorkloadPilot    2: 32 op, 742725.00 ns, 23.2102 us/op
WorkloadPilot    3: 64 op, 1403014.00 ns, 21.9221 us/op
WorkloadPilot    4: 128 op, 2718690.00 ns, 21.2398 us/op
WorkloadPilot    5: 256 op, 5414647.00 ns, 21.1510 us/op
WorkloadPilot    6: 512 op, 10738431.00 ns, 20.9735 us/op
WorkloadPilot    7: 1024 op, 21462029.00 ns, 20.9590 us/op
WorkloadPilot    8: 2048 op, 42748567.00 ns, 20.8733 us/op
WorkloadPilot    9: 4096 op, 77911189.00 ns, 19.0213 us/op
WorkloadPilot   10: 8192 op, 107350249.00 ns, 13.1043 us/op
WorkloadPilot   11: 16384 op, 200479235.00 ns, 12.2363 us/op
WorkloadPilot   12: 32768 op, 401396842.00 ns, 12.2497 us/op
WorkloadPilot   13: 65536 op, 800469313.00 ns, 12.2142 us/op

OverheadWarmup   1: 65536 op, 131104.00 ns, 2.0005 ns/op
OverheadWarmup   2: 65536 op, 135275.00 ns, 2.0641 ns/op
OverheadWarmup   3: 65536 op, 130233.00 ns, 1.9872 ns/op
OverheadWarmup   4: 65536 op, 133562.00 ns, 2.0380 ns/op
OverheadWarmup   5: 65536 op, 133720.00 ns, 2.0404 ns/op
OverheadWarmup   6: 65536 op, 130300.00 ns, 1.9882 ns/op

OverheadActual   1: 65536 op, 138709.00 ns, 2.1165 ns/op
OverheadActual   2: 65536 op, 137271.00 ns, 2.0946 ns/op
OverheadActual   3: 65536 op, 130664.00 ns, 1.9938 ns/op
OverheadActual   4: 65536 op, 130304.00 ns, 1.9883 ns/op
OverheadActual   5: 65536 op, 135199.00 ns, 2.0630 ns/op
OverheadActual   6: 65536 op, 130383.00 ns, 1.9895 ns/op
OverheadActual   7: 65536 op, 130485.00 ns, 1.9910 ns/op
OverheadActual   8: 65536 op, 130241.00 ns, 1.9873 ns/op
OverheadActual   9: 65536 op, 130179.00 ns, 1.9864 ns/op
OverheadActual  10: 65536 op, 130257.00 ns, 1.9876 ns/op
OverheadActual  11: 65536 op, 133695.00 ns, 2.0400 ns/op
OverheadActual  12: 65536 op, 130211.00 ns, 1.9869 ns/op
OverheadActual  13: 65536 op, 130170.00 ns, 1.9862 ns/op
OverheadActual  14: 65536 op, 130216.00 ns, 1.9869 ns/op
OverheadActual  15: 65536 op, 130410.00 ns, 1.9899 ns/op

WorkloadWarmup   1: 65536 op, 826571547.00 ns, 12.6125 us/op
WorkloadWarmup   2: 65536 op, 827117006.00 ns, 12.6208 us/op
WorkloadWarmup   3: 65536 op, 827600619.00 ns, 12.6282 us/op

// BeforeActualRun
WorkloadActual   1: 65536 op, 826895974.00 ns, 12.6174 us/op
WorkloadActual   2: 65536 op, 813645825.00 ns, 12.4153 us/op
WorkloadActual   3: 65536 op, 814062040.00 ns, 12.4216 us/op

// AfterActualRun
WorkloadResult   1: 65536 op, 826765591.00 ns, 12.6154 us/op
WorkloadResult   2: 65536 op, 813515442.00 ns, 12.4133 us/op
WorkloadResult   3: 65536 op, 813931657.00 ns, 12.4196 us/op
// GC:  0 0 0 448 65536
// Threading:  0 0 65536

// AfterAll
// Benchmark Process 281540 has exited with code 0.

Mean = 12.483 μs, StdErr = 0.066 μs (0.53%), N = 3, StdDev = 0.115 μs
Min = 12.413 μs, Q1 = 12.416 μs, Median = 12.420 μs, Q3 = 12.518 μs, Max = 12.615 μs
IQR = 0.101 μs, LowerFence = 12.265 μs, UpperFence = 12.669 μs
ConfidenceInterval = [10.386 μs; 14.580 μs] (CI 99.9%), Margin = 2.097 μs (16.80% of Mean)
Skewness = 0.38, Kurtosis = 0.67, MValue = 2

// ** Remained 1 (16.7%) benchmark(s) to run. Estimated finish 2026-05-17 19:40 (0h 0m from now) **
// **************************
// Benchmark: NativeListBench.NativeList_ResizeUninitialized: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet f40e05a6-d02a-456c-b720-62898c9bc2b5.dll --anonymousPipes 120 121 --benchmarkName "IAFahim.Collections.NoDeps.Bench.NativeListBench.NativeList_ResizeUninitialized(N: 1024)" --job ShortRun --benchmarkId 5 in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/f40e05a6-d02a-456c-b720-62898c9bc2b5/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 148398.00 ns, 148.3980 us/op
WorkloadJitting  1: 1 op, 595505.00 ns, 595.5050 us/op

OverheadJitting  2: 16 op, 136267.00 ns, 8.5167 us/op
WorkloadJitting  2: 16 op, 615458.00 ns, 38.4661 us/op

WorkloadPilot    1: 16 op, 118192.00 ns, 7.3870 us/op
WorkloadPilot    2: 32 op, 203867.00 ns, 6.3708 us/op
WorkloadPilot    3: 64 op, 366297.00 ns, 5.7234 us/op
WorkloadPilot    4: 128 op, 698221.00 ns, 5.4549 us/op
WorkloadPilot    5: 256 op, 1372095.00 ns, 5.3597 us/op
WorkloadPilot    6: 512 op, 2713614.00 ns, 5.3000 us/op
WorkloadPilot    7: 1024 op, 5363136.00 ns, 5.2374 us/op
WorkloadPilot    8: 2048 op, 10735073.00 ns, 5.2417 us/op
WorkloadPilot    9: 4096 op, 21317772.00 ns, 5.2045 us/op
WorkloadPilot   10: 8192 op, 42664816.00 ns, 5.2081 us/op
WorkloadPilot   11: 16384 op, 65312197.00 ns, 3.9863 us/op
WorkloadPilot   12: 32768 op, 12015067.00 ns, 366.6707 ns/op
WorkloadPilot   13: 65536 op, 24069272.00 ns, 367.2679 ns/op
WorkloadPilot   14: 131072 op, 48161798.00 ns, 367.4454 ns/op
WorkloadPilot   15: 262144 op, 96467850.00 ns, 367.9956 ns/op
WorkloadPilot   16: 524288 op, 193054394.00 ns, 368.2220 ns/op
WorkloadPilot   17: 1048576 op, 385697184.00 ns, 367.8295 ns/op
WorkloadPilot   18: 2097152 op, 771730037.00 ns, 367.9896 ns/op

OverheadWarmup   1: 2097152 op, 4185054.00 ns, 1.9956 ns/op
OverheadWarmup   2: 2097152 op, 4172257.00 ns, 1.9895 ns/op
OverheadWarmup   3: 2097152 op, 4169027.00 ns, 1.9879 ns/op
OverheadWarmup   4: 2097152 op, 4172563.00 ns, 1.9896 ns/op
OverheadWarmup   5: 2097152 op, 4181868.00 ns, 1.9941 ns/op
OverheadWarmup   6: 2097152 op, 4170573.00 ns, 1.9887 ns/op
OverheadWarmup   7: 2097152 op, 4169177.00 ns, 1.9880 ns/op
OverheadWarmup   8: 2097152 op, 4175142.00 ns, 1.9909 ns/op
OverheadWarmup   9: 2097152 op, 4172711.00 ns, 1.9897 ns/op

OverheadActual   1: 2097152 op, 4178936.00 ns, 1.9927 ns/op
OverheadActual   2: 2097152 op, 4184061.00 ns, 1.9951 ns/op
OverheadActual   3: 2097152 op, 4181118.00 ns, 1.9937 ns/op
OverheadActual   4: 2097152 op, 4171937.00 ns, 1.9893 ns/op
OverheadActual   5: 2097152 op, 4172631.00 ns, 1.9897 ns/op
OverheadActual   6: 2097152 op, 4172742.00 ns, 1.9897 ns/op
OverheadActual   7: 2097152 op, 4176308.00 ns, 1.9914 ns/op
OverheadActual   8: 2097152 op, 4171914.00 ns, 1.9893 ns/op
OverheadActual   9: 2097152 op, 4172661.00 ns, 1.9897 ns/op
OverheadActual  10: 2097152 op, 4171672.00 ns, 1.9892 ns/op
OverheadActual  11: 2097152 op, 4176031.00 ns, 1.9913 ns/op
OverheadActual  12: 2097152 op, 4173242.00 ns, 1.9900 ns/op
OverheadActual  13: 2097152 op, 4169904.00 ns, 1.9884 ns/op
OverheadActual  14: 2097152 op, 4171527.00 ns, 1.9891 ns/op
OverheadActual  15: 2097152 op, 4168901.00 ns, 1.9879 ns/op

WorkloadWarmup   1: 2097152 op, 775366860.00 ns, 369.7237 ns/op
WorkloadWarmup   2: 2097152 op, 769765454.00 ns, 367.0528 ns/op
WorkloadWarmup   3: 2097152 op, 767735433.00 ns, 366.0848 ns/op

// BeforeActualRun
WorkloadActual   1: 2097152 op, 768083616.00 ns, 366.2508 ns/op
WorkloadActual   2: 2097152 op, 809511626.00 ns, 386.0052 ns/op
WorkloadActual   3: 2097152 op, 809015853.00 ns, 385.7688 ns/op

// AfterActualRun
WorkloadResult   1: 2097152 op, 763910955.00 ns, 364.2611 ns/op
WorkloadResult   2: 2097152 op, 805338965.00 ns, 384.0155 ns/op
WorkloadResult   3: 2097152 op, 804843192.00 ns, 383.7791 ns/op
// GC:  0 0 0 64 2097152
// Threading:  0 0 2097152

// AfterAll
// Benchmark Process 281555 has exited with code 0.

Mean = 377.352 ns, StdErr = 6.546 ns (1.73%), N = 3, StdDev = 11.338 ns
Min = 364.261 ns, Q1 = 374.020 ns, Median = 383.779 ns, Q3 = 383.897 ns, Max = 384.016 ns
IQR = 9.877 ns, LowerFence = 359.204 ns, UpperFence = 398.713 ns
ConfidenceInterval = [170.512 ns; 584.192 ns] (CI 99.9%), Margin = 206.840 ns (54.81% of Mean)
Skewness = -0.38, Kurtosis = 0.67, MValue = 2

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2026-05-17 19:40 (0h 0m from now) **
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts/results/IAFahim.Collections.NoDeps.Bench.NativeListBench-report.csv
  BenchmarkDotNet.Artifacts/results/IAFahim.Collections.NoDeps.Bench.NativeListBench-report-github.md
  BenchmarkDotNet.Artifacts/results/IAFahim.Collections.NoDeps.Bench.NativeListBench-report.html

// * Detailed results *
NativeListBench.NativeList_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 82.384 ns, StdErr = 0.036 ns (0.04%), N = 3, StdDev = 0.062 ns
Min = 82.344 ns, Q1 = 82.348 ns, Median = 82.352 ns, Q3 = 82.403 ns, Max = 82.455 ns
IQR = 0.055 ns, LowerFence = 82.266 ns, UpperFence = 82.486 ns
ConfidenceInterval = [81.260 ns; 83.507 ns] (CI 99.9%), Margin = 1.124 ns (1.36% of Mean)
Skewness = 0.38, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[82.343 ns ; 82.456 ns) | @@@
---------------------------------------------------

NativeListBench.NativeList_AddThenRemoveAt: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 284.170 ns, StdErr = 0.132 ns (0.05%), N = 3, StdDev = 0.229 ns
Min = 283.919 ns, Q1 = 284.070 ns, Median = 284.222 ns, Q3 = 284.295 ns, Max = 284.369 ns
IQR = 0.225 ns, LowerFence = 283.733 ns, UpperFence = 284.633 ns
ConfidenceInterval = [279.986 ns; 288.353 ns] (CI 99.9%), Margin = 4.183 ns (1.47% of Mean)
Skewness = -0.21, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[283.710 ns ; 284.578 ns) | @@@
---------------------------------------------------

NativeListBench.NativeList_ResizeUninitialized: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 30.636 ns, StdErr = 0.051 ns (0.17%), N = 3, StdDev = 0.089 ns
Min = 30.547 ns, Q1 = 30.591 ns, Median = 30.635 ns, Q3 = 30.680 ns, Max = 30.725 ns
IQR = 0.089 ns, LowerFence = 30.457 ns, UpperFence = 30.814 ns
ConfidenceInterval = [29.009 ns; 32.262 ns] (CI 99.9%), Margin = 1.627 ns (5.31% of Mean)
Skewness = 0.01, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[30.466 ns ; 30.806 ns) | @@@
---------------------------------------------------

NativeListBench.NativeList_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 977.443 ns, StdErr = 2.962 ns (0.30%), N = 3, StdDev = 5.131 ns
Min = 972.743 ns, Q1 = 974.706 ns, Median = 976.668 ns, Q3 = 979.792 ns, Max = 982.917 ns
IQR = 5.087 ns, LowerFence = 967.075 ns, UpperFence = 987.423 ns
ConfidenceInterval = [883.836 ns; 1,071.049 ns] (CI 99.9%), Margin = 93.606 ns (9.58% of Mean)
Skewness = 0.15, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[968.074 ns ; 987.586 ns) | @@@
---------------------------------------------------

NativeListBench.NativeList_AddThenRemoveAt: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 12.483 μs, StdErr = 0.066 μs (0.53%), N = 3, StdDev = 0.115 μs
Min = 12.413 μs, Q1 = 12.416 μs, Median = 12.420 μs, Q3 = 12.518 μs, Max = 12.615 μs
IQR = 0.101 μs, LowerFence = 12.265 μs, UpperFence = 12.669 μs
ConfidenceInterval = [10.386 μs; 14.580 μs] (CI 99.9%), Margin = 2.097 μs (16.80% of Mean)
Skewness = 0.38, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[12.410 μs ; 12.619 μs) | @@@
---------------------------------------------------

NativeListBench.NativeList_ResizeUninitialized: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 377.352 ns, StdErr = 6.546 ns (1.73%), N = 3, StdDev = 11.338 ns
Min = 364.261 ns, Q1 = 374.020 ns, Median = 383.779 ns, Q3 = 383.897 ns, Max = 384.016 ns
IQR = 9.877 ns, LowerFence = 359.204 ns, UpperFence = 398.713 ns
ConfidenceInterval = [170.512 ns; 584.192 ns] (CI 99.9%), Margin = 206.840 ns (54.81% of Mean)
Skewness = -0.38, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[363.821 ns ; 384.456 ns) | @@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet v0.14.0, Ubuntu 26.04 LTS (Resolute Raccoon)
Intel Core i9-14900K, 1 CPU, 32 logical and 24 physical cores
.NET SDK 10.0.107
  [Host]   : .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2
  ShortRun : .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2

Job=ShortRun  IterationCount=3  LaunchCount=1  
WarmupCount=3  

| Method                         | N    | Mean         | Error        | StdDev     | Ratio | RatioSD | Allocated | Alloc Ratio |
|------------------------------- |----- |-------------:|-------------:|-----------:|------:|--------:|----------:|------------:|
| NativeList_Add                 | 64   |     82.38 ns |     1.124 ns |   0.062 ns |  1.00 |    0.00 |         - |          NA |
| NativeList_AddThenRemoveAt     | 64   |    284.17 ns |     4.183 ns |   0.229 ns |  3.45 |    0.00 |         - |          NA |
| NativeList_ResizeUninitialized | 64   |     30.64 ns |     1.627 ns |   0.089 ns |  0.37 |    0.00 |         - |          NA |
|                                |      |              |              |            |       |         |           |             |
| NativeList_Add                 | 1024 |    977.44 ns |    93.606 ns |   5.131 ns |  1.00 |    0.01 |         - |          NA |
| NativeList_AddThenRemoveAt     | 1024 | 12,482.77 ns | 2,096.932 ns | 114.940 ns | 12.77 |    0.12 |         - |          NA |
| NativeList_ResizeUninitialized | 1024 |    377.35 ns |   206.840 ns |  11.338 ns |  0.39 |    0.01 |         - |          NA |

// * Legends *
  N           : Value of the 'N' parameter
  Mean        : Arithmetic mean of all measurements
  Error       : Half of 99.9% confidence interval
  StdDev      : Standard deviation of all measurements
  Ratio       : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD     : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Allocated   : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  Alloc Ratio : Allocated memory ratio distribution ([Current]/[Baseline])
  1 ns        : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:00:38 (38.75 sec), executed benchmarks: 6

Global total time: 00:00:43 (43.12 sec), executed benchmarks: 6
// * Artifacts cleanup *
Artifacts cleanup is finished
