// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/3a02ec4a-98bc-4747-8cce-cc199ede2062/obj/Release/net10.0/" /p:OutDir="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/3a02ec4a-98bc-4747-8cce-cc199ede2062/bin/Release/net10.0/" /p:OutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/3a02ec4a-98bc-4747-8cce-cc199ede2062/bin/Release/net10.0/" in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/3a02ec4a-98bc-4747-8cce-cc199ede2062
// command took 0.64 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/3a02ec4a-98bc-4747-8cce-cc199ede2062/obj/Release/net10.0/" /p:OutDir="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/3a02ec4a-98bc-4747-8cce-cc199ede2062/bin/Release/net10.0/" /p:OutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/3a02ec4a-98bc-4747-8cce-cc199ede2062/bin/Release/net10.0/" --output "/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/3a02ec4a-98bc-4747-8cce-cc199ede2062/bin/Release/net10.0/" in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/3a02ec4a-98bc-4747-8cce-cc199ede2062
// command took 3.72 sec and exited with 0
// ***** Done, took 00:00:04 (4.39 sec)   *****
// Found 6 benchmarks:
//   UnsafeListBench.UnsafeList_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
//   UnsafeListBench.UnsafeList_AddRange: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
//   UnsafeListBench.UnsafeList_ResizeUninitialized: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
//   UnsafeListBench.UnsafeList_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
//   UnsafeListBench.UnsafeList_AddRange: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
//   UnsafeListBench.UnsafeList_ResizeUninitialized: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]

// **************************
// Benchmark: UnsafeListBench.UnsafeList_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 3a02ec4a-98bc-4747-8cce-cc199ede2062.dll --anonymousPipes 120 121 --benchmarkName "IAFahim.Collections.NoDeps.Bench.UnsafeListBench.UnsafeList_Add(N: 64)" --job ShortRun --benchmarkId 0 in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/3a02ec4a-98bc-4747-8cce-cc199ede2062/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

WorkloadPilot    6: 512 op, 4297927.00 ns, 8.3944 us/op
WorkloadPilot    7: 1024 op, 8423054.00 ns, 8.2256 us/op
WorkloadPilot    8: 2048 op, 16769633.00 ns, 8.1883 us/op
WorkloadPilot    9: 4096 op, 33330804.00 ns, 8.1374 us/op
WorkloadPilot   10: 8192 op, 66348996.00 ns, 8.0992 us/op
WorkloadPilot   11: 16384 op, 26603549.00 ns, 1.6238 us/op
WorkloadPilot   12: 32768 op, 31956276.00 ns, 975.2281 ns/op
WorkloadPilot   13: 65536 op, 62851971.00 ns, 959.0450 ns/op
WorkloadPilot   14: 131072 op, 128016300.00 ns, 976.6869 ns/op
WorkloadPilot   15: 262144 op, 254421105.00 ns, 970.5395 ns/op
WorkloadPilot   16: 524288 op, 508105435.00 ns, 969.1342 ns/op

OverheadWarmup   1: 524288 op, 960147.00 ns, 1.8313 ns/op
OverheadWarmup   2: 524288 op, 950840.00 ns, 1.8136 ns/op
OverheadWarmup   3: 524288 op, 951325.00 ns, 1.8145 ns/op
OverheadWarmup   4: 524288 op, 950833.00 ns, 1.8136 ns/op
OverheadWarmup   5: 524288 op, 956274.00 ns, 1.8239 ns/op
OverheadWarmup   6: 524288 op, 953464.00 ns, 1.8186 ns/op

OverheadActual   1: 524288 op, 952460.00 ns, 1.8167 ns/op
OverheadActual   2: 524288 op, 953932.00 ns, 1.8195 ns/op
OverheadActual   3: 524288 op, 958030.00 ns, 1.8273 ns/op
OverheadActual   4: 524288 op, 959250.00 ns, 1.8296 ns/op
OverheadActual   5: 524288 op, 956579.00 ns, 1.8245 ns/op
OverheadActual   6: 524288 op, 960954.00 ns, 1.8329 ns/op
OverheadActual   7: 524288 op, 951402.00 ns, 1.8147 ns/op
OverheadActual   8: 524288 op, 949866.00 ns, 1.8117 ns/op
OverheadActual   9: 524288 op, 951355.00 ns, 1.8146 ns/op
OverheadActual  10: 524288 op, 951701.00 ns, 1.8152 ns/op
OverheadActual  11: 524288 op, 949927.00 ns, 1.8118 ns/op
OverheadActual  12: 524288 op, 949790.00 ns, 1.8116 ns/op
OverheadActual  13: 524288 op, 952398.00 ns, 1.8166 ns/op
OverheadActual  14: 524288 op, 951093.00 ns, 1.8141 ns/op
OverheadActual  15: 524288 op, 950003.00 ns, 1.8120 ns/op

WorkloadWarmup   1: 524288 op, 508310747.00 ns, 969.5258 ns/op
WorkloadWarmup   2: 524288 op, 508466081.00 ns, 969.8221 ns/op
WorkloadWarmup   3: 524288 op, 507907002.00 ns, 968.7557 ns/op

// BeforeActualRun
WorkloadActual   1: 524288 op, 512256504.00 ns, 977.0517 ns/op
WorkloadActual   2: 524288 op, 506926599.00 ns, 966.8858 ns/op
WorkloadActual   3: 524288 op, 507981931.00 ns, 968.8986 ns/op

// AfterActualRun
WorkloadResult   1: 524288 op, 511304803.00 ns, 975.2365 ns/op
WorkloadResult   2: 524288 op, 505974898.00 ns, 965.0705 ns/op
WorkloadResult   3: 524288 op, 507030230.00 ns, 967.0834 ns/op
// GC:  0 0 0 64 524288
// Threading:  0 0 524288

// AfterAll
// Benchmark Process 282027 has exited with code 0.

Mean = 969.130 ns, StdErr = 3.108 ns (0.32%), N = 3, StdDev = 5.383 ns
Min = 965.071 ns, Q1 = 966.077 ns, Median = 967.083 ns, Q3 = 971.160 ns, Max = 975.237 ns
IQR = 5.083 ns, LowerFence = 958.452 ns, UpperFence = 978.784 ns
ConfidenceInterval = [870.921 ns; 1,067.339 ns] (CI 99.9%), Margin = 98.209 ns (10.13% of Mean)
Skewness = 0.33, Kurtosis = 0.67, MValue = 2

// ** Remained 2 (33.3%) benchmark(s) to run. Estimated finish 2026-05-17 19:41 (0h 0m from now) **
// **************************
// Benchmark: UnsafeListBench.UnsafeList_AddRange: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 3a02ec4a-98bc-4747-8cce-cc199ede2062.dll --anonymousPipes 120 121 --benchmarkName "IAFahim.Collections.NoDeps.Bench.UnsafeListBench.UnsafeList_AddRange(N: 1024)" --job ShortRun --benchmarkId 4 in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/3a02ec4a-98bc-4747-8cce-cc199ede2062/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 145426.00 ns, 145.4260 us/op
WorkloadJitting  1: 1 op, 490030.00 ns, 490.0300 us/op

OverheadJitting  2: 16 op, 127383.00 ns, 7.9614 us/op
WorkloadJitting  2: 16 op, 395627.00 ns, 24.7267 us/op

WorkloadPilot    1: 16 op, 86074.00 ns, 5.3796 us/op
WorkloadPilot    2: 32 op, 142951.00 ns, 4.4672 us/op
WorkloadPilot    3: 64 op, 239889.00 ns, 3.7483 us/op
WorkloadPilot    4: 128 op, 456107.00 ns, 3.5633 us/op
WorkloadPilot    5: 256 op, 863252.00 ns, 3.3721 us/op
WorkloadPilot    6: 512 op, 1777993.00 ns, 3.4726 us/op
WorkloadPilot    7: 1024 op, 3369119.00 ns, 3.2902 us/op
WorkloadPilot    8: 2048 op, 6687043.00 ns, 3.2652 us/op
WorkloadPilot    9: 4096 op, 13301898.00 ns, 3.2475 us/op
WorkloadPilot   10: 8192 op, 26658716.00 ns, 3.2542 us/op
WorkloadPilot   11: 16384 op, 53824484.00 ns, 3.2852 us/op
WorkloadPilot   12: 32768 op, 51549828.00 ns, 1.5732 us/op
WorkloadPilot   13: 65536 op, 29503352.00 ns, 450.1854 ns/op
WorkloadPilot   14: 131072 op, 58589011.00 ns, 446.9987 ns/op
WorkloadPilot   15: 262144 op, 117337803.00 ns, 447.6082 ns/op
WorkloadPilot   16: 524288 op, 236844273.00 ns, 451.7446 ns/op
WorkloadPilot   17: 1048576 op, 473271622.00 ns, 451.3470 ns/op
WorkloadPilot   18: 2097152 op, 947069068.00 ns, 451.5977 ns/op

OverheadWarmup   1: 2097152 op, 3808264.00 ns, 1.8159 ns/op
OverheadWarmup   2: 2097152 op, 3803257.00 ns, 1.8135 ns/op
OverheadWarmup   3: 2097152 op, 3801265.00 ns, 1.8126 ns/op
OverheadWarmup   4: 2097152 op, 3799708.00 ns, 1.8118 ns/op
OverheadWarmup   5: 2097152 op, 3807815.00 ns, 1.8157 ns/op
OverheadWarmup   6: 2097152 op, 3806158.00 ns, 1.8149 ns/op
OverheadWarmup   7: 2097152 op, 3801790.00 ns, 1.8128 ns/op
OverheadWarmup   8: 2097152 op, 3801452.00 ns, 1.8127 ns/op
OverheadWarmup   9: 2097152 op, 3801450.00 ns, 1.8127 ns/op
OverheadWarmup  10: 2097152 op, 3801453.00 ns, 1.8127 ns/op

OverheadActual   1: 2097152 op, 3808445.00 ns, 1.8160 ns/op
OverheadActual   2: 2097152 op, 3804935.00 ns, 1.8143 ns/op
OverheadActual   3: 2097152 op, 3805350.00 ns, 1.8145 ns/op
OverheadActual   4: 2097152 op, 3809620.00 ns, 1.8166 ns/op
OverheadActual   5: 2097152 op, 3809276.00 ns, 1.8164 ns/op
OverheadActual   6: 2097152 op, 3804942.00 ns, 1.8143 ns/op
OverheadActual   7: 2097152 op, 3801735.00 ns, 1.8128 ns/op
OverheadActual   8: 2097152 op, 3802339.00 ns, 1.8131 ns/op
OverheadActual   9: 2097152 op, 3801931.00 ns, 1.8129 ns/op
OverheadActual  10: 2097152 op, 3801471.00 ns, 1.8127 ns/op
OverheadActual  11: 2097152 op, 3804623.00 ns, 1.8142 ns/op
OverheadActual  12: 2097152 op, 3801746.00 ns, 1.8128 ns/op
OverheadActual  13: 2097152 op, 3801571.00 ns, 1.8127 ns/op
OverheadActual  14: 2097152 op, 3802641.00 ns, 1.8132 ns/op
OverheadActual  15: 2097152 op, 3815708.00 ns, 1.8195 ns/op

WorkloadWarmup   1: 2097152 op, 968533373.00 ns, 461.8327 ns/op
WorkloadWarmup   2: 2097152 op, 966751862.00 ns, 460.9832 ns/op
WorkloadWarmup   3: 2097152 op, 967101834.00 ns, 461.1501 ns/op

// BeforeActualRun
WorkloadActual   1: 2097152 op, 978504067.00 ns, 466.5871 ns/op
WorkloadActual   2: 2097152 op, 964019651.00 ns, 459.6804 ns/op
WorkloadActual   3: 2097152 op, 962987201.00 ns, 459.1881 ns/op

// AfterActualRun
WorkloadResult   1: 2097152 op, 974699444.00 ns, 464.7729 ns/op
WorkloadResult   2: 2097152 op, 960215028.00 ns, 457.8662 ns/op
WorkloadResult   3: 2097152 op, 959182578.00 ns, 457.3739 ns/op
// GC:  0 0 0 64 2097152
// Threading:  0 0 2097152

// AfterAll
// Benchmark Process 282037 has exited with code 0.

Mean = 460.004 ns, StdErr = 2.389 ns (0.52%), N = 3, StdDev = 4.137 ns
Min = 457.374 ns, Q1 = 457.620 ns, Median = 457.866 ns, Q3 = 461.320 ns, Max = 464.773 ns
IQR = 3.700 ns, LowerFence = 452.071 ns, UpperFence = 466.869 ns
ConfidenceInterval = [384.529 ns; 535.479 ns] (CI 99.9%), Margin = 75.475 ns (16.41% of Mean)
Skewness = 0.38, Kurtosis = 0.67, MValue = 2

// ** Remained 1 (16.7%) benchmark(s) to run. Estimated finish 2026-05-17 19:41 (0h 0m from now) **
// **************************
// Benchmark: UnsafeListBench.UnsafeList_ResizeUninitialized: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 3a02ec4a-98bc-4747-8cce-cc199ede2062.dll --anonymousPipes 120 121 --benchmarkName "IAFahim.Collections.NoDeps.Bench.UnsafeListBench.UnsafeList_ResizeUninitialized(N: 1024)" --job ShortRun --benchmarkId 5 in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/3a02ec4a-98bc-4747-8cce-cc199ede2062/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 136159.00 ns, 136.1590 us/op
WorkloadJitting  1: 1 op, 567793.00 ns, 567.7930 us/op

OverheadJitting  2: 16 op, 212826.00 ns, 13.3016 us/op
WorkloadJitting  2: 16 op, 613971.00 ns, 38.3732 us/op

WorkloadPilot    1: 16 op, 121357.00 ns, 7.5848 us/op
WorkloadPilot    2: 32 op, 204217.00 ns, 6.3818 us/op
WorkloadPilot    3: 64 op, 367026.00 ns, 5.7348 us/op
WorkloadPilot    4: 128 op, 694470.00 ns, 5.4255 us/op
WorkloadPilot    5: 256 op, 1354818.00 ns, 5.2923 us/op
WorkloadPilot    6: 512 op, 2721019.00 ns, 5.3145 us/op
WorkloadPilot    7: 1024 op, 5346514.00 ns, 5.2212 us/op
WorkloadPilot    8: 2048 op, 10631186.00 ns, 5.1910 us/op
WorkloadPilot    9: 4096 op, 21181943.00 ns, 5.1714 us/op
WorkloadPilot   10: 8192 op, 42336138.00 ns, 5.1680 us/op
WorkloadPilot   11: 16384 op, 65537325.00 ns, 4.0001 us/op
WorkloadPilot   12: 32768 op, 12501444.00 ns, 381.5138 ns/op
WorkloadPilot   13: 65536 op, 25400754.00 ns, 387.5847 ns/op
WorkloadPilot   14: 131072 op, 51014755.00 ns, 389.2117 ns/op
WorkloadPilot   15: 262144 op, 101884557.00 ns, 388.6587 ns/op
WorkloadPilot   16: 524288 op, 203674995.00 ns, 388.4792 ns/op
WorkloadPilot   17: 1048576 op, 423332780.00 ns, 403.7216 ns/op
WorkloadPilot   18: 2097152 op, 915204315.00 ns, 436.4034 ns/op

OverheadWarmup   1: 2097152 op, 3840158.00 ns, 1.8311 ns/op
OverheadWarmup   2: 2097152 op, 3845587.00 ns, 1.8337 ns/op
OverheadWarmup   3: 2097152 op, 3848501.00 ns, 1.8351 ns/op
OverheadWarmup   4: 2097152 op, 3880012.00 ns, 1.8501 ns/op
OverheadWarmup   5: 2097152 op, 3875739.00 ns, 1.8481 ns/op
OverheadWarmup   6: 2097152 op, 3860859.00 ns, 1.8410 ns/op
OverheadWarmup   7: 2097152 op, 3847209.00 ns, 1.8345 ns/op
OverheadWarmup   8: 2097152 op, 3869202.00 ns, 1.8450 ns/op
OverheadWarmup   9: 2097152 op, 3879332.00 ns, 1.8498 ns/op
OverheadWarmup  10: 2097152 op, 3850165.00 ns, 1.8359 ns/op

OverheadActual   1: 2097152 op, 3858280.00 ns, 1.8398 ns/op
OverheadActual   2: 2097152 op, 3812885.00 ns, 1.8181 ns/op
OverheadActual   3: 2097152 op, 3808407.00 ns, 1.8160 ns/op
OverheadActual   4: 2097152 op, 3816747.00 ns, 1.8200 ns/op
OverheadActual   5: 2097152 op, 3819350.00 ns, 1.8212 ns/op
OverheadActual   6: 2097152 op, 3803230.00 ns, 1.8135 ns/op
OverheadActual   7: 2097152 op, 3813804.00 ns, 1.8186 ns/op
OverheadActual   8: 2097152 op, 3851267.00 ns, 1.8364 ns/op
OverheadActual   9: 2097152 op, 3892240.00 ns, 1.8560 ns/op
OverheadActual  10: 2097152 op, 3889090.00 ns, 1.8545 ns/op
OverheadActual  11: 2097152 op, 3876667.00 ns, 1.8485 ns/op
OverheadActual  12: 2097152 op, 3876272.00 ns, 1.8484 ns/op
OverheadActual  13: 2097152 op, 3857487.00 ns, 1.8394 ns/op
OverheadActual  14: 2097152 op, 3870598.00 ns, 1.8456 ns/op
OverheadActual  15: 2097152 op, 3883716.00 ns, 1.8519 ns/op

WorkloadWarmup   1: 2097152 op, 856467620.00 ns, 408.3956 ns/op
WorkloadWarmup   2: 2097152 op, 807735148.00 ns, 385.1581 ns/op
WorkloadWarmup   3: 2097152 op, 769179446.00 ns, 366.7733 ns/op

// BeforeActualRun
WorkloadActual   1: 2097152 op, 770322154.00 ns, 367.3182 ns/op
WorkloadActual   2: 2097152 op, 770011207.00 ns, 367.1700 ns/op
WorkloadActual   3: 2097152 op, 770770473.00 ns, 367.5320 ns/op

// AfterActualRun
WorkloadResult   1: 2097152 op, 766464667.00 ns, 365.4788 ns/op
WorkloadResult   2: 2097152 op, 766153720.00 ns, 365.3306 ns/op
WorkloadResult   3: 2097152 op, 766912986.00 ns, 365.6926 ns/op
// GC:  0 0 0 64 2097152
// Threading:  0 0 2097152

// AfterAll
// Benchmark Process 282055 has exited with code 0.

Mean = 365.501 ns, StdErr = 0.105 ns (0.03%), N = 3, StdDev = 0.182 ns
Min = 365.331 ns, Q1 = 365.405 ns, Median = 365.479 ns, Q3 = 365.586 ns, Max = 365.693 ns
IQR = 0.181 ns, LowerFence = 365.133 ns, UpperFence = 365.857 ns
ConfidenceInterval = [362.180 ns; 368.821 ns] (CI 99.9%), Margin = 3.321 ns (0.91% of Mean)
Skewness = 0.12, Kurtosis = 0.67, MValue = 2

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2026-05-17 19:41 (0h 0m from now) **
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts/results/IAFahim.Collections.NoDeps.Bench.UnsafeListBench-report.csv
  BenchmarkDotNet.Artifacts/results/IAFahim.Collections.NoDeps.Bench.UnsafeListBench-report-github.md
  BenchmarkDotNet.Artifacts/results/IAFahim.Collections.NoDeps.Bench.UnsafeListBench-report.html

// * Detailed results *
UnsafeListBench.UnsafeList_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 83.281 ns, StdErr = 0.008 ns (0.01%), N = 3, StdDev = 0.013 ns
Min = 83.270 ns, Q1 = 83.273 ns, Median = 83.277 ns, Q3 = 83.286 ns, Max = 83.295 ns
IQR = 0.013 ns, LowerFence = 83.254 ns, UpperFence = 83.305 ns
ConfidenceInterval = [83.041 ns; 83.520 ns] (CI 99.9%), Margin = 0.240 ns (0.29% of Mean)
Skewness = 0.27, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[83.258 ns ; 83.307 ns) | @@@
---------------------------------------------------

UnsafeListBench.UnsafeList_AddRange: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 42.025 ns, StdErr = 0.048 ns (0.11%), N = 3, StdDev = 0.084 ns
Min = 41.943 ns, Q1 = 41.982 ns, Median = 42.021 ns, Q3 = 42.066 ns, Max = 42.110 ns
IQR = 0.084 ns, LowerFence = 41.857 ns, UpperFence = 42.191 ns
ConfidenceInterval = [40.499 ns; 43.551 ns] (CI 99.9%), Margin = 1.526 ns (3.63% of Mean)
Skewness = 0.05, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[41.867 ns ; 42.187 ns) | @@@
---------------------------------------------------

UnsafeListBench.UnsafeList_ResizeUninitialized: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 30.900 ns, StdErr = 0.007 ns (0.02%), N = 3, StdDev = 0.013 ns
Min = 30.891 ns, Q1 = 30.893 ns, Median = 30.895 ns, Q3 = 30.904 ns, Max = 30.914 ns
IQR = 0.012 ns, LowerFence = 30.875 ns, UpperFence = 30.922 ns
ConfidenceInterval = [30.670 ns; 31.130 ns] (CI 99.9%), Margin = 0.230 ns (0.74% of Mean)
Skewness = 0.34, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[30.879 ns ; 30.926 ns) | @@@
---------------------------------------------------

UnsafeListBench.UnsafeList_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 969.130 ns, StdErr = 3.108 ns (0.32%), N = 3, StdDev = 5.383 ns
Min = 965.071 ns, Q1 = 966.077 ns, Median = 967.083 ns, Q3 = 971.160 ns, Max = 975.237 ns
IQR = 5.083 ns, LowerFence = 958.452 ns, UpperFence = 978.784 ns
ConfidenceInterval = [870.921 ns; 1,067.339 ns] (CI 99.9%), Margin = 98.209 ns (10.13% of Mean)
Skewness = 0.33, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[960.172 ns ; 975.738 ns) | @@@
---------------------------------------------------

UnsafeListBench.UnsafeList_AddRange: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 460.004 ns, StdErr = 2.389 ns (0.52%), N = 3, StdDev = 4.137 ns
Min = 457.374 ns, Q1 = 457.620 ns, Median = 457.866 ns, Q3 = 461.320 ns, Max = 464.773 ns
IQR = 3.700 ns, LowerFence = 452.071 ns, UpperFence = 466.869 ns
ConfidenceInterval = [384.529 ns; 535.479 ns] (CI 99.9%), Margin = 75.475 ns (16.41% of Mean)
Skewness = 0.38, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[457.309 ns ; 464.838 ns) | @@@
---------------------------------------------------

UnsafeListBench.UnsafeList_ResizeUninitialized: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
Runtime = .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 365.501 ns, StdErr = 0.105 ns (0.03%), N = 3, StdDev = 0.182 ns
Min = 365.331 ns, Q1 = 365.405 ns, Median = 365.479 ns, Q3 = 365.586 ns, Max = 365.693 ns
IQR = 0.181 ns, LowerFence = 365.133 ns, UpperFence = 365.857 ns
ConfidenceInterval = [362.180 ns; 368.821 ns] (CI 99.9%), Margin = 3.321 ns (0.91% of Mean)
Skewness = 0.12, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[365.165 ns ; 365.858 ns) | @@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet v0.14.0, Ubuntu 26.04 LTS (Resolute Raccoon)
Intel Core i9-14900K, 1 CPU, 32 logical and 24 physical cores
.NET SDK 10.0.107
  [Host]   : .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2
  ShortRun : .NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2

Job=ShortRun  IterationCount=3  LaunchCount=1  
WarmupCount=3  

| Method                         | N    | Mean      | Error     | StdDev   | Ratio | Allocated | Alloc Ratio |
|------------------------------- |----- |----------:|----------:|---------:|------:|----------:|------------:|
| UnsafeList_Add                 | 64   |  83.28 ns |  0.240 ns | 0.013 ns |  1.00 |         - |          NA |
| UnsafeList_AddRange            | 64   |  42.02 ns |  1.526 ns | 0.084 ns |  0.50 |         - |          NA |
| UnsafeList_ResizeUninitialized | 64   |  30.90 ns |  0.230 ns | 0.013 ns |  0.37 |         - |          NA |
|                                |      |           |           |          |       |           |             |
| UnsafeList_Add                 | 1024 | 969.13 ns | 98.209 ns | 5.383 ns |  1.00 |         - |          NA |
| UnsafeList_AddRange            | 1024 | 460.00 ns | 75.475 ns | 4.137 ns |  0.47 |         - |          NA |
| UnsafeList_ResizeUninitialized | 1024 | 365.50 ns |  3.321 ns | 0.182 ns |  0.38 |         - |          NA |

// * Legends *
  N           : Value of the 'N' parameter
  Mean        : Arithmetic mean of all measurements
  Error       : Half of 99.9% confidence interval
  StdDev      : Standard deviation of all measurements
  Ratio       : Mean of the ratio distribution ([Current]/[Baseline])
  Allocated   : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  Alloc Ratio : Allocated memory ratio distribution ([Current]/[Baseline])
  1 ns        : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:00:41 (41.98 sec), executed benchmarks: 6

Global total time: 00:00:46 (46.44 sec), executed benchmarks: 6
// * Artifacts cleanup *
Artifacts cleanup is finished
